Park Name,Type of Unit,State,Reg,Alpha,Unit,index site,Alert title list,Alert description,Alert full description,Number of alerts,Number of alerts with description,Road Closure Alert Flag
Carlsbad Caverns,National Park,NM,IMR,CAVE,1.0,https://www.nps.gov/CAVE/planyourvisit/conditions.htm,"['Danger', 'Information']","['Walnut Canyon Desert Drive Closed Due to Flood Damage', 'Backcountry and Trail Closures Due to Flood Damage', 'Reservations Required to Enter Carlsbad Cavern', 'COVID-19: Face Masks Optional', 'Footwear in the Cavern', 'Items Worn or Used in Other Caves Not Allowed', 'Unmanned Aircraft (Drones) Are Prohibited']","['Recent flooding has caused major damage to the road. It is unknown when repairs will begin or the length of time to complete. The main park road to the visitor center and cavern is open. For updates on the road and trails, click ""More"" below.', 'The backcountry & the following trails are closed: Yucca Canyon & access roads, Guadalupe Ridge (visitor center to west park boundary), Rattlesnake Canyon, Juniper Ridge, Ussery, & Double Canyon. Slaughter Canyon and the Old Guano Trail are open.', 'RESERVATIONS REQUIRED to enter cavern and must be purchased by clicking ""more"" or calling 877-444-6777. No reservations available at the park. Reservations only select the entry time. Upon arrival at the visitor center, entrance tickets must be purchased.', 'Consistent with CDC community level guidance, face masks are currently optional for visitors to Carlsbad Caverns National Park inside all park buildings and the cavern. Please check this site before visiting due to possible community level changes.', 'For safety, closed-toe shoes with good traction are recommended. Flip flops, sandals, and some walking shoes have little or no traction and increase the possibility of slips, trips, and falls. Watch your step and use the handrails when necessary.', 'A disease know as White-Nose Syndrome is killing bats in North America. To prevent it from spreading to our bats, do not wear shoes, clothing, or bring any gear into any cave at Carlsbad Caverns National Park that were in another cave.', 'The use of unmanned aircraft, also known as drones, is prohibited within Carlsbad Caverns National Park.']",2,7,1
Capulin Volcano,National Monument,NM,IMR,CAVO,1.0,https://www.nps.gov/CAVO/planyourvisit/conditions.htm,"['Park Closure', 'Information']","['Volcano Road Closed to RVs and Buses over 26 feet, and to all Trailers.', 'Credit/Debit Card Only to pay entrance fees']","['The Volcano top road is not accessible to RVs, buses, attached trailers, or any other vehicle over 26 feet in length, due to the narrowness and weight limits of Volcano Road. Trailer drop off and RV/bus parking is available at the Visitor Center.', 'Capulin Volcano only accepts credit/debit cards for entrance fees. Our cooperating association Park Store accepts cash, credit/debit cards, and checks. There are limited cash only entrance passes available through our cooperating association Park Store.']",2,2,1
Carter G. Woodson Home,National Historic Site,DC,NCR,CAWO,1.0,https://www.nps.gov/CAWO/planyourvisit/conditions.htm,['Park Closure'],['Carter G. Woodson Home NHS temporarily closed.'],['Carter G. Woodson Home National Historic Site is temporarily closed due to a full renovation project. Please continue to visit the website for future updates.'],1,1,0
Chesapeake Bay,Gateways and Watertrails Network,"DC, MD, NY, PA, VA, WV",,CBGN,1.0,https://www.nps.gov/CBGN/planyourvisit/conditions.htm,[],[],[],0,0,0
Cedar Creek & Belle Grove,National Historical Park,VA,NER,CEBE,1.0,https://www.nps.gov/CEBE/planyourvisit/conditions.htm,[''],[],[],1,0,0
Cedar Breaks,National Monument,UT,IMR,CEBR,1.0,https://www.nps.gov/CEBR/planyourvisit/conditions.htm,"['Park Closure', 'Information']","['State Route 148 has closed for the winter season', 'Vistor Center and bookstore closed for season']","['Visitors can still easily access the park via Highway 143 and the town of Brian Head. You can view Cedar Breaks from the Northview Overlook. State Route 143 (connecting Parowan to Panguitch) will remain open.', 'The Visitor Center and park bookstore are closed for the season and will reopen Spring 2024.']",2,2,0
César E. Chávez,National Monument,CA,PWR,CECH,1.0,https://www.nps.gov/CECH/planyourvisit/conditions.htm,[],[],[],0,0,0
Chamizal,National Memorial,TX,IMR,CHAM,1.0,https://www.nps.gov/CHAM/planyourvisit/conditions.htm,[''],[],[],1,0,0
Chattahoochee River,National Recreation Area,GA,SER,CHAT,1.0,https://www.nps.gov/CHAT/planyourvisit/conditions.htm,"['Park Closure', 'Information', '']","['Temporary closure of Powers Island Parking Lot', 'Face Masks Optional', 'Johnson Ferry North Trail Closure']","['Date Posted: 2/15/2024', 'Date Posted: 3/7/2022', 'Date Posted: 10/11/2022']",3,3,0
Chickamauga & Chattanooga,National Military Park,GA,SER,CHCH,1.0,https://www.nps.gov/CHCH/planyourvisit/conditions.htm,['Danger'],['Prescribed Fire Planned at Chickamauga Battlefield'],['Date Posted: 2/24/2024'],1,1,0
Chaco Culture,National Historical Park,NM,IMR,CHCU,1.0,https://www.nps.gov/CHCU/planyourvisit/conditions.htm,[],[],[],0,0,0
Chickasaw,National Recreation Area,OK,IMR,CHIC,1.0,https://www.nps.gov/CHIC/planyourvisit/conditions.htm,['Caution'],['Prescribed fire at The Point'],"['A prescribed fire was conducted at The Point on Fri Feb. 23. Although all areas have reopened, residual smoke may still be visible from the roadways due to smoldering vegetation. Please use caution when driving or walking near the areas of impact.']",1,1,0
Chiricahua,National Monument,AZ,IMR,CHIR,1.0,https://www.nps.gov/CHIR/planyourvisit/conditions.htm,['Information'],"['Vehicle Length Limits', 'Faraway Ranch House Closure', 'Hiker Shuttle Suspended Mondays-Wednesdays']","[""Vehicles longer than 24 feet are not permitted past the visitor center on Bonita Canyon Drive. Vehicles up to 29 feet are still allowed to stay in the campground, but can't go further. Parking for large vehicles and trailers is available at Faraway Ranch."", 'The Faraway Ranch Historic House is currently closed for restoration. No tours are being offered at this time. ', 'Due to staffing, our hiker shuttle will not run on Mondays, Tuesdays, and Wednesdays. It will continue to be in service Thursday-Sunday.']",1,3,0
Channel Islands,National Park,CA,PWR,CHIS,1.0,https://www.nps.gov/CHIS/planyourvisit/conditions.htm,[],[],[],0,0,0
Chesapeake & Ohio Canal,National Historical Park,"DC,MD,WV",NCR,CHOH,1.0,https://www.nps.gov/CHOH/planyourvisit/conditions.htm,"['Park Closure', 'Information']","['Closures: Detours; Towpath; Points of Interest', 'Temporary Nighttime Closures for Deer Management', 'Equestrian Traffic Temporarily Prohibited Milepost 137.8-140.7']","['Multiple items are closed due to hazardous conditions or maintenance. See below for more details.', 'From January 2 to April 15, 2024, the NPS may temporarily close select park areas or roads outside of park operating hours to conduct deer management operations. For more information see park deer management webpage.', 'Horses are prohibited between MP 137.8 and Fifteenmile Creek (MP 140.7) due to recent and ongoing towpath resurfacing. See more for details.']",2,3,0
Charles Pinckney,National Historic Site,SC,SER,CHPI,1.0,https://www.nps.gov/CHPI/planyourvisit/conditions.htm,['Park Closure'],['Charles Pinckney National Historic Site Visitor Center Closed'],['Date Posted: 1/13/2024'],1,1,0
Christiansted,National Historic Site,VI,SER,CHRI,1.0,https://www.nps.gov/CHRI/planyourvisit/conditions.htm,['Information'],"['Hospital Street Restrooms Closed', 'The Steeple Building Closed']","['The public restrooms on Hospital Street are closed.  Temporary restrooms have been placed in the parking lot of Fort Christiansvaern. ', 'The Steeple Building remains closed until further notice.']",1,2,0
Little Rock Central High School,National Historic Site,AR,MWR,CHSC,1.0,https://www.nps.gov/CHSC/planyourvisit/conditions.htm,['Information'],['Little Rock Central High School National Historic Site visitor center closures - January 2024'],['Date Posted: 1/28/2022'],1,1,0
Charles Young Buffalo Soldiers,National Monument,OH,MWR,CHYO,1.0,https://www.nps.gov/CHYO/planyourvisit/conditions.htm,"['Park Closure', 'Caution', '']","['Temporary In-Person Visitor Services Pause and Visitor Center Closure', 'SAFETY ADVISORY']","['On Friday, October 27th, 2023, in-person visitor services ended at the Payne Theological Seminary Library. This temporary pause of in-person visitor services remains in effect until renovations to the Young family home are completed in early 2024.', 'Please DO NOT attempt to access or park a vehicle at the Charles Young house site. It is an active construction zone closed to visitors. There are no areas for visitors to park any vehicles\xa0and/or walk on the grounds until the Young house reopens.']",3,2,0
City Of Rocks,National Reserve,ID,PWR,CIRO,1.0,https://www.nps.gov/CIRO/planyourvisit/conditions.htm,[''],[],[],1,0,0
Clara Barton,National Historic Site,MD,NCR,CLBA,1.0,https://www.nps.gov/CLBA/planyourvisit/conditions.htm,[],[],[],0,0,0
Constitution Gardens,,DC,NCR,COGA,1.0,https://www.nps.gov/COGA/planyourvisit/conditions.htm,[],[],[],0,0,0
Colorado,National Monument,CO,IMR,COLM,1.0,https://www.nps.gov/COLM/planyourvisit/conditions.htm,['Information'],['Restroom Closures'],"['The restrooms at the campground and picnic area will be closed in stages during renovation. Portable toilets are available, and one restroom will remain open while the other is being worked on.']",1,1,0
Colonial,National Historical Park,VA,NER,COLO,1.0,https://www.nps.gov/COLO/planyourvisit/conditions.htm,"['Park Closure', 'Information', '']","['Rehabilitation of Colonial Parkway begins August 14, 2023, will cause closures', 'Temporary closure of Ringfield and Cheatham Annex pullouts']","['Date Posted: 8/3/2023', 'Date Posted: 3/2/2023']",3,2,0
Congaree,National Park,SC,SER,CONG,1.0,https://www.nps.gov/CONG/planyourvisit/conditions.htm,"['Caution', 'Information']","['Being Prepared for a Wilderness Experience', 'RVs, Trailers and Other Oversized Vehicles (Limited Parking)', 'Planning Ahead for Transportation']","[""Some of the park's trails require advanced navigation (compass & maps), climbing over downed trees & crossing through water. Please choose trails that fit your preferences & abilities. Visit the Trail Information page to learn more about the park's trails"", 'Due to increased visitation, parking lots often fill up early. Visitors need to be aware that parking for larger vehicles is very limited. RVs using ""tow dollies"" may have to unhook towed vehicles in order to turn around in the parking lot on busy days. ', 'If being dropped off at the park, please ensure you will have a return ride. Taxis and rideshares do not often come out to Congaree, and the bus may be unavailable. Please plan ahead.']",2,3,0
Coronado,National Memorial,AZ,IMR,CORO,1.0,https://www.nps.gov/CORO/planyourvisit/conditions.htm,"['Caution', '']","['Be Aware of Illegal Traffic', 'Please be prepared while hiking in the park']","['Smuggling and/or illegal entry is common in this area due to the proximity of the international border. Please be aware of your surroundings at all times and do not travel alone in remote areas. ', 'Ensure you have plenty of water (about 1 quart of water per hour while hiking), salty snacks and/or electrolytes, sun protection, and appropriate hiking gear. Assess the weather and your personal preparedness before you set off on the trail.']",2,2,0
Cowpens,National Battlefield,SC,SER,COWP,1.0,https://www.nps.gov/COWP/planyourvisit/conditions.htm,['Information'],['1/15/2023 - Increasing Access to Visitor Center and Museum'],"['Beginning Sunday, Jan. 15, 2023, the visitor center at Cowpens NB will be open daily Wednesday to Sunday from 9:00 am to 5:00 pm. Restrooms and park grounds are open 7 days per week, except on federal holidays specified in the superintendent’s compendium.']",1,1,0
Crater Lake,National Park,OR,PWR,CRLA,1.0,https://www.nps.gov/CRLA/planyourvisit/conditions.htm,"['Park Closure', 'Caution', 'Information', 'Alert Locations']","['Road from Park Headquarters to Rim Village is Temporarily CLOSED', 'Rim Drive and North Entrance Road are CLOSED for the Season', 'Crater Lake National Park is a Snow Zone', 'Steel Visitor Center is Closed for Construction']","['Date Posted: 2/26/2024', 'The roads will not reopen until sometime in June or July as plow operators are gradually able to clear sections of large quantities of snow. All other roads remain OPEN, *weather permitting.* Expect snowy and icy conditions. All Oregon chain laws apply. ', 'Expect snowy and icy conditions when driving and walking. All Oregon Chain Laws apply.  ', 'The visitor center at park headquarters is currently closed for a major rehabilitation project.  Restrooms are available at Rim Village and Goodbye Picnic Area. ']",4,4,1
Craters Of The Moon,National Monument & Preserve,ID,PWR,CRMO,2.0,https://www.nps.gov/CRMO/planyourvisit/conditions.htm,"['Park Closure', 'Caution', 'Information']","['Loop Road and Campground Closed to Vehicles', 'All Lava Tube Caves Closed for the Season', 'Navigation', 'Water Off in the Campground']","['The Loop Road and Lava Flow Campground are closed to vehicles for the season. The Loop Road is only accessible by hiking and biking.', 'All lava tube caves are closed for the season and no cave permits will be issued at this time. ', 'Please do not rely upon GPS digital navigation systems to find your way to Craters of the Moon. Please note that the Visitor Center at 1266 Craters Loop Road is located just off U.S. Highway 20/26/93 and is not accessed via any unpaved roads.', 'The water in the campground is shut off for the season. The campground comfort stations are also closed. Vault toilets in the campground remain available 24 hours. Drinking water is only available in the visitor center when open.']",3,4,1
