id,url,title,park alpha,description,category,relatedRoadEvents,LastIndexedDate,Park Name,Park Full Name,Type of Unit,State,Reg,Alpha,Unit,Road Closed Flag,date
DD1C82E3-6705-40C1-83BE-EE81D6244BAB,,"China Beach parking lot closed for paving on Friday, April 19, 2024",GOGA,"As part of an ongoing rehabilitation project, the lot will be closed for asphalt paving the entire day. Beach access will remain open with brief delays to allow construction vehicles to navigate the site.",Information,[],2024-04-12 19:19:53.0,Golden Gate,Golden Gate National Recreation Area,National Recreation Area,CA,PWR,GOGA,1.0,Yes,2024-04-19
660D65AC-A509-46C6-80CC-873C55FE1EAA,https://www.nps.gov/yose/planyourvisit/reservations.htm,PARK OPEN: Reservation required to drive into or through the park on some dates/times through Oct 27,YOSE,"A reservation is required from 5 am to 4 pm on some dates through October 27, 2024. April 13–June 30: weekends and holidays only. July 1–August 16: Daily. August 17– October 27: weekends and holidays only.",Park Closure,[],2024-04-12 19:05:11.0,Yosemite,Yosemite National Park,National Park,CA,PWR,YOSE,1.0,No,2024-04-19
3D8D0062-BA88-4254-84D9-93C4F780E82B,https://www.nps.gov/hove/learn/news/news03012024.htm,Natural Bridges is going cashless,NABR,The park will soon accept only mobile or electronic payments for entrance & camping fees. You can already reserve campsites on Recreation.gov; soon you will be able to buy entrance passes there too or only use debit/credit cards to pay in person.,Information,[],2024-04-12 19:03:50.0,Natural Bridges,Natural Bridges National Monument,National Monument,UT,IMR,NABR,1.0,No,2024-04-19
F1FB52E9-FFD4-41BA-B011-2B73D0E9A704,https://www.nps.gov/hove/learn/news/news03012024.htm,Hovenweep is going cashless,HOVE,The park will soon accept only mobile or electronic payments for entrance & camping fees. You can already reserve campsites on Recreation.gov; soon you will be able to buy entrance passes there too or only use debit/credit cards to pay in person.,Information,[],2024-04-12 18:55:56.0,Hovenweep,Hovenweep National Monument,National Monument,UT,IMR,HOVE,1.0,No,2024-04-19
62035331-D5C3-4140-AB6C-FA4DFCF5600E,,Headland Trail Closed Across the Cuesta Top.,ELMO,Trail conditions on the Headland Trail have warranted the closure of the trail past Atsina. The trail will remain closed beyond Atsina until conditions improve.,Park Closure,[],2024-04-12 17:46:57.0,El Morro,El Morro National Monument,National Monument,NM,IMR,ELMO,1.0,No,2024-04-19
59FE3FF5-72D8-4A65-81E6-E6F9D859A721,https://www.nps.gov/grsm/planyourvisit/seasonalroads.htm,Heintooga Round Bottom and Heintooga Ridge roads are closed for the season,GRSM,The following roads are closed for the season: Heintooga Round Bottom and Heintooga Ridge. Both are scheduled to open May 10.,Information,"[{'title': 'Roads closed for the season', 'id': '59FE3FF5-72D8-4A65-81E6-E6F9D859A721', 'type': 'roadevent', 'url': 'https://www.nps.gov/grsm/planyourvisit/conditions.htm'}]",2024-04-12 15:54:18.0,Great Smoky Mountains,Great Smoky Mountains National Park,National Park,"TN,NC",SER,GRSM,1.0,Yes,2024-04-19
9B253C6F-8621-4B1A-B3AF-B7DA65407C69,https://www.nps.gov/flfo/planyourvisit/conditions.htm,Trail Condition Updates,FLFO,"Park hiking trails currently have a range of conditions varying from clear and dry to patchy snow, mud and icy spots in the shaded areas. The one-mile Petrified Forest loop is clear. The 1/2 mile Ponderosa Loop is shaded and still has snow and icy spots.",Caution,[],2024-04-12 15:26:41.0,Florissant Fossil Beds,Florissant Fossil Beds National Monument,National Monument,CO,IMR,FLFO,1.0,No,2024-04-19
73AB48DE-EABA-4277-9252-D3AA2DE51AB4,https://www.nps.gov/flfo/planyourvisit/conditions.htm,Current Park Hours: Visitor Center open Tuesdays to Saturdays; Park Closed Sundays,FLFO,"The park is closed Sundays (Visitor Center, main parking lot & nearby trails). The Visitor Center is open Tuesdays through Saturdays, 9am to 4:30pm. On Mondays, the Visitor Center may have reduced hours or remain closed.",Information,[],2024-04-12 15:14:21.0,Florissant Fossil Beds,Florissant Fossil Beds National Monument,National Monument,CO,IMR,FLFO,1.0,No,2024-04-19
893BFAB8-37D0-4C15-ADF8-DCC36DE60608,,Winter & Early Spring Hiking Safety,FLFO,"During the winter and early spring, if you plan to hike the park trails it is recommended to be prepared with proper footwear, traction devices, and trekking poles. Some areas of the trails can be snow-packed and/or icy and slippery.",Caution,[],2024-04-12 15:08:51.0,Florissant Fossil Beds,Florissant Fossil Beds National Monument,National Monument,CO,IMR,FLFO,1.0,No,2024-04-19
375495FB-153C-4058-B42D-90119CF403A3,,Phones Temporarily Down,CONG,"Park phones are experiencing technical issues at this time. If unable to reach by phone, please feel free to email cong_information@nps.gov with any questions.",Park Closure,[],2024-04-12 13:51:19.0,Congaree,Congaree National Park,National Park,SC,SER,CONG,1.0,No,2024-04-19
DA876564-2981-43BA-A4EB-C90A62E0C92A,,Asphalt sealing,SLBE,"A rolling closure of Lakeshore parking lots and roads will occur the week of April 15, 2024. Cracks and holes in the asphalt will be sealed ahead of a larger paving project beginning in May.",Information,[],2024-04-12 08:57:28.0,Sleeping Bear Dunes,Sleeping Bear Dunes National Lakeshore,National Lakeshore,MI,MWR,SLBE,1.0,Yes,2024-04-19
AE5D11BA-6869-42A0-B291-FA60206663C5,https://www.nps.gov/slbe/learn/news/2024-03-29-spring-2024-prescribed-fires.htm,Prescribed fire hotspots near Platte Plains and Good Harbor Bay,SLBE,"In early April there were prescribed fires near Bass Lake/Otter Creek and Good Harbor Bay. Please remain on trails. Burned areas that are still producing smoke are likely stump holes, and these can burn quite a distance underground in many directions.",Caution,[],2024-04-12 08:54:18.0,Sleeping Bear Dunes,Sleeping Bear Dunes National Lakeshore,National Lakeshore,MI,MWR,SLBE,1.0,No,2024-04-19
8FC17655-6ACA-4FF9-877D-C7E7F99ED118,https://www.nps.gov/pore/planyourvisit/closures.htm,Pet Owners: Two sections of Point Reyes Beach are closed to pets through September 30.,PORE,"To better ensure the survival of snowy plover nests and chicks, two sections of Point Reyes Beach are closed to pets through September 30.",Information,[],2024-04-11 12:50:21.0,Point Reyes,Point Reyes National Seashore,National Seashore,CA,PWR,PORE,1.0,No,2024-04-19
31D1E351-9430-4B79-8922-F387B11D9E82,https://www.nps.gov/fosc/learn/photosmultimedia/360tours.htm,Some Park Buildings are Temporarily Closed for Maintenance,FOSC,"Some Park Buildings are temporarily closed to replace the Fire Suppression Systems. Closed: Dragoon Barracks, Post Headquarters, Quartermaster Storehouse, Visitor Center is in the Infantry Barracks. Follow the link below for a virtual tour of buildings.",Park Closure,[],2024-04-10 17:25:11.0,Fort Scott,Fort Scott National Historic Site,National Historic Site,KS,MWR,FOSC,1.0,No,2024-04-19
FB83A621-1BDB-4834-B3DB-08EB36FA9422,https://www.nps.gov/chyo/learn/news/historichousereopens.htm,"Reopening of historic Youngsholm on Monday April 15, 2024",CHYO,"Charles Young Buffalo Soldiers National Monument is proud to announce the reopening of the historic Young family home on Monday, April 15, 2024, after completing an over two-year $3.1 million dollar restoration. Hours of operation are 9am to 4:30pm, daily",Information,[],2024-04-10 16:51:35.0,Charles Young Buffalo Soldiers,Charles Young Buffalo Soldiers National Monument,National Monument,OH,MWR,CHYO,1.0,No,2024-04-19
CA7CFAB7-A186-4B69-9985-DB079FE422D4,https://www.nps.gov/care/planyourvisit/canyoneering.htm,Seasonal Canyon Closures,CARE,"The following are closed to the public through 8/31/2024 to protect sensitive resources: the heads of Burro Wash & Fivemile Wash continuing east 2 miles, Shinob Canyon and any route descending into Shinob, including Na-gah, Nighthawk, & Timpie.",Park Closure,[],2024-04-10 14:13:54.0,Capitol Reef,Capitol Reef National Park,National Park,UT,IMR,CARE,1.0,Yes,2024-04-19
EBB40A2F-9A90-4B8C-B35A-3217733E5A8B,,Construction around Visitor Center,GUCO,"There are trail closures in effect around the Visitor Center. Construction has also closed off some parking spaces in the lot. This is the first phase of a major trail rehabilitation project in the park. Call ahead for more information, (336) 288-1776.",Information,[],2024-04-10 13:05:43.0,Guilford Courthouse,Guilford Courthouse National Military Park,National Military Park,NC,SER,GUCO,1.0,No,2024-04-19
B9F8CEF4-8DA9-4ABF-9FBE-073579B4AB1C,https://www.nps.gov/coro/planyourvisit/calendar.htm,Hiker Shuttle will not operate April 13 & 14 and April 18-21,CORO,"Due to staffing issues and special events, the shuttle will not operate April 13 & 14 and April 18-21.",Park Closure,[],2024-04-10 10:58:51.0,Coronado,Coronado National Memorial,National Memorial,AZ,IMR,CORO,1.0,No,2024-04-19
1B2DCFFA-A1AD-4707-8115-6781612AEAAC,https://www.nps.gov/care/planyourvisit/scenic-drive-rehabilitation-project.htm,Scenic Drive Rehabilitation Project,CARE,"This project is expected to begin April 29, 2024. The Scenic Drive will be closed from just south of the campground to Capitol Gorge. Most of the park remains accessible. Note: South Draw Road is unmaintained, not advised, and there is no through access",Information,[],2024-04-10 10:48:57.0,Capitol Reef,Capitol Reef National Park,National Park,UT,IMR,CARE,1.0,Yes,2024-04-19
A189C8BB-9B77-43E3-A462-36A9AA2E9F34,https://www.nps.gov/care/planyourvisit/toxic-cyanobacteria.htm,Toxic Cyanobacteria in Halls Creek,CARE,Toxic cyanobacteria may be present in Halls Creek. Do not submerge your head in or filter drinking water from the creek.,Caution,[],2024-04-10 10:44:15.0,Capitol Reef,Capitol Reef National Park,National Park,UT,IMR,CARE,1.0,No,2024-04-19
1BF9C04E-BCA1-46F6-9FF9-B2AB948DCE71,https://www.nps.gov/fiis/planyourvisit/pets.htm,Pet Restrictions in Effect March 15 through Labor Day,FIIS,Dogs and other pets are prohibited in the Otis Pike Wilderness and on any of Fire Island's federally-managed oceanfront beaches from March 15 through Labor Day to help protect threatened and endangered beach-nesting shorebirds.,Park Closure,[],2024-04-10 10:29:10.0,Fire Island,Fire Island National Seashore,National Seashore,NY,NER,FIIS,1.0,No,2024-04-19
51A94F7C-7096-40CF-AD34-18B7BE4ABD26,,Trail Closure,CUGA,Wilderness Road is closed from Tennessee Road Trail to the trail that leads up to Gap Cave for scheduled maintenance work.,Information,[],2024-04-10 09:34:24.0,Cumberland Gap,Cumberland Gap National Historical Park,National Historical Park,"KY, TN, VA",SER,CUGA,1.0,Yes,2024-04-19
6662ECCC-0924-4E66-ADC1-7BC3BBD2C470,,Temporary closure due to severe weather,JAZZ,"On April 10, 2024, New Orleans Jazz National Historical Park will be closed due to severe weather. The park will reopen Thursday April 11, 2024, at regular hours.",Park Closure,[],2024-04-10 08:17:33.0,New Orleans Jazz,New Orleans Jazz National Historical Park,National Historical Park,LA,SER,JAZZ,1.0,No,2024-04-19
8141823F-69B8-4624-8207-BE1775D9AB60,https://www.nps.gov/articles/what-is-white-nose-syndrome.htm,Items Worn or Used in Other Caves Not Allowed,CAVE,"A disease known as White-Nose Syndrome is killing bats in North America. To prevent it from spreading to our bats, do not wear shoes, clothing, or bring any gear into any cave at Carlsbad Caverns National Park that were in another cave.",Information,[],2024-04-09 19:40:57.0,Carlsbad Caverns,Carlsbad Caverns National Park,National Park,NM,IMR,CAVE,1.0,No,2024-04-19
5A8B4E99-11E5-435B-88A9-9A99F6CFF29E,,Going-to-the-Sun Road Seasonal Closure,GLAC,The alpine section of the Going-to-the-Sun Road is closed for the season. Specific closure locations are dependent on plowing progress.,Park Closure,[],2024-04-09 17:57:54.0,Glacier,Glacier National Park,National Park,MT,IMR,GLAC,1.0,Yes,2024-04-19
FA2CD4A6-D89B-4EAF-B5E1-F1CCC0CC58B9,,"Madison Falls Trail Closed for Repairs 4/11-4/17, 4/24-5/1",OLYM,The Madison Falls Trail will be closed for repairs from 4/11 - 4/17 and 4/24 - 5/1. Trail crews will replace failing retaining walls and restore terrain that supports the viewing platform.,Caution,[],2024-04-09 16:36:55.0,Olympic,Olympic National Park,National Park,WA,PWR,OLYM,1.0,No,2024-04-19
5D886BFF-48A2-4372-96DB-9DAA5277A0EF,https://www.nps.gov/sagu/learn/news/2023-01-23-possible-rabies-cases.htm,Potential rabies cases in Saguaro National Park,SAGU,"There have been reports of deceased animals and strange wildlife behavior in the area, and rabies was confirmed in one deceased fox in April. If you encounter any abnormal behavior, please contact the park immediately, and use caution around wildlife.",Caution,[],2024-04-09 14:22:59.0,Saguaro,Saguaro National Park,National Park,AZ,IMR,SAGU,1.0,No,2024-04-19
BB66A4BD-F9FE-486F-96E5-782B7A425F8F,,Prairie View Trail Closure,SCBL,The Prairie View Trail is currently closed so that crews can restore power transmission lines through Scotts Bluff National Monument. Please respect this closure for the safety of all involved.,Park Closure,[],2024-04-09 12:24:51.0,Scotts Bluff,Scotts Bluff National Monument,National Monument,NE,MWR,SCBL,1.0,No,2024-04-19
8C53EFA0-D8A8-487E-890E-26A567594360,,Portion of Calumet Trail Closed,INDU,The Calumet Trail from Mineral Springs Road to SR 49 is closed April 15th through the middle of June. There will be no public access through this stretch during this time. The closure is needed to modernize the trail by raising it and paving it.,Park Closure,[],2024-04-09 11:40:48.0,Indiana Dunes,Indiana Dunes National Park,National Lakeshore,IN,MWR,INDU,1.0,Yes,2024-04-19
A97CE394-F6F3-4DED-9416-C1FEBC194AEB,,Fayetteville Trail Closure,NERI,A section of the Fayetteville Trail between Park Loop Trail and the Bridge Trail will be closed from April 15 through April 25 for construction of a new footbridge.,Information,[],2024-04-09 11:14:02.0,New River Gorge,New River Gorge National Park and Preserve,National River,WV,NER,NERI,1.0,No,2024-04-19
B1F9DA32-F1BA-4FDD-837A-B40EC764F137,https://www.nps.gov/cuva/learn/news/cuyahoga-valley-national-park-to-temporarily-close-towpath-trail-section-for-riverbank-stabilization.htm,Towpath Trail north of Station Road Bridge Trailhead,CUVA,"December 18, 2023 - May 3, 2024, 5 am Mondays through 6 pm Fridays for riverbank stabilization. Open weekends.",Park Closure,[],2024-04-09 10:38:50.0,Cuyahoga Valley,Cuyahoga Valley National Park,National Park,OH,MWR,CUVA,1.0,No,2024-04-19
B7A8F8D8-D8B7-48FA-BD86-614A1BAD5699,,Cape Point Campground closed due to flooding,CAHA,The Cape Point Campground is currently closed for flooding due to excessive rainfall. Cape Hatteras National Seashore continues to monitor the campground and will reopen it when conditions improve.,Park Closure,[],2024-04-09 08:03:52.0,Cape Hatteras,Cape Hatteras National Seashore,National Seashore,NC,SER,CAHA,1.0,No,2024-04-19
C4955F73-16B4-474C-B2A8-06D24B82389D,,Summer Campground Stays,GRBA,"Due to the many infrastructure projects in the Park this summer, all campgrounds, with the exception of group sites at Grey Cliffs Campground, will operate on a first-come-first-served basis. Arrive early to secure a site. They will sell out quickly.",Information,[],2024-04-08 20:16:51.0,Great Basin,Great Basin National Park,National Park,NV,PWR,GRBA,1.0,No,2024-04-19
6A22815C-21B5-46BA-A128-675E3C8EC98E,,"Park Closed on Monday, May 13, 2024",ELMO,"The visitor center and all park trails will be closed on Monday, May 13, 2024 for a staff education and training day.",Park Closure,[],2024-04-08 20:01:49.0,El Morro,El Morro National Monument,National Monument,NM,IMR,ELMO,1.0,No,2024-04-19
E426F4F2-1332-4352-8174-B15AD6448062,,"Temporary Partial Closure of Smith Road Trailhead Parking Lot April 8 - June 30, 2024",GOGA,Northwest portion of the parking lot off of Bunker Road in Marin Headlands will be temporarily closed. Stay out of the closure and park in the other parking spaces.,Information,[],2024-04-08 16:40:18.0,Golden Gate,Golden Gate National Recreation Area,National Recreation Area,CA,PWR,GOGA,1.0,Yes,2024-04-19
C24E9F3F-D4C7-4401-9F47-F20F0ED24BC4,,Passenger Ferry Dock Closed,CALO,"The ferry dock servicing the Cape Lookout Lighthouse area is closed for repairs. Visitors will have to use an alternative route on the beach to access the boardwalk. Visitors should wear sturdy, closed toe shoes because of potential hazards.",Park Closure,[],2024-04-07 10:53:14.0,Cape Lookout,Cape Lookout National Seashore,National Seashore,NC,SER,CALO,1.0,Yes,2024-04-19
