Park Alpha,Status,park alpha,park,State,region,title,description,category,relatedRoadEvents,date,Park Name,Park Full Name,Type of Unit,Reg,Column Labels
VALL,Only using alerts,VALL,Valles Caldera National Preserve,NM,IMR,"['Backcountry vehicle route closed for the season', 'Trail closure for pipeline restoration project']","['Due to this and upcoming winter storms, the backcountry vehicle route has closed for the season until May 15, 2025.', 'The VC09/South Valle Toledo/Posos Trail from the Valle Toledo parking area to the eastern park boundary is closed for restoration. The NPS is working on a trail reroute for the 2025 season and will provide details early next year.']","['Information', 'Park Closure']","[[], []]",2024-11-13,,,,,
CARE,Only using alerts,CARE,Capitol Reef National Park,UT,IMR,"['Visitor Center Parking Lot Construction', 'Scenic Drive Rehabilitation Project']","['The visitor center parking lot is being expanded and reconfigured. It is partially closed to facilitate work. Expect flaggers. Look for signs to alternate parking for vehicles over 20 feet.', 'The Scenic Drive is closed from just south of the campground to Capitol Gorge for construction. Expect heavy truck traffic. Most of the park remains accessible. The road is currently expected to reopen in early December.']","['Information', 'Park Closure']","[[], [{'title': 'Scenic Drive Road Closure', 'id': '1B2DCFFA-A1AD-4707-8115-6781612AEAAC', 'type': 'roadevent', 'url': 'https://www.nps.gov/care/planyourvisit/conditions.htm'}]]",2024-11-13,,,,,
SEKI,Only using alerts,SEKI,Sequoia & Kings Canyon,CA,PWR,"['Highway 180 Access To Cedar Grove Area of Kings Canyon National Park Closed For the Season', 'Tire Chains/Cables Required to Reach Sequoias', 'Mineral King Road Is Closed For the Season']","['Highway 180 is closed east of Hume Lake Road for the winter season. Cedar Grove is not accessible. This section of road typically reopens in late April.', 'Chain restrictions are in effect to reach Grant Grove and Giant Forest, including the Sherman Tree. All vehicles including 4WD and AWD, must carry chains. Please call 559-565-3341, for current road conditions and chain control information', 'The portion of Mineral King Road inside Sequoia National Park is closed for the winter season to the general public. The road typically reopens in May on the Wednesday before Memorial Day, but could be later depending on conditions.']","['Park Closure', 'Caution', 'Park Closure']","[[{'title': 'Highway 180 Seasonal Closure', 'id': '02698AFD-CAAE-434F-8312-C023124680DA', 'type': 'roadevent', 'url': 'https://www.nps.gov/seki/planyourvisit/conditions.htm'}], [], [{'title': 'Mineral King Road Seasonal Closure', 'id': '5096154A-71A4-4F51-A7F8-98E102608092', 'type': 'roadevent', 'url': 'https://www.nps.gov/seki/planyourvisit/conditions.htm'}]]",2024-11-13,,,,,
BRCA,Only using alerts,BRCA,Bryce Canyon National Park,UT,IMR,['Main Road Status'],"['All public roads are now open, to include Route 63 to Rainbow Point. Please do still use caution as temperatures remain near freezing.']",['Caution'],[[]],2024-11-13,,,,,
PRSF,Only using alerts,PRSF,Presidio of San Francisco,CA,PWR,['Auto-Theft Warning - Only Bring What You Need to the Park'],"['You can prevent vehicle break-ins in parking lots and scenic overlooks. Before leaving your car for even a short period of time: 1) Remove all valuables, 2) Lock your doors. 3) Take your cell phones and electronics with you. Read article for more details.']",['Caution'],[[]],2024-11-13,,,,,
PIRO,Only using alerts,PIRO,Pictured Rocks National Lakeshore,MI,MWR,['Miners River Bridge Closed'],['The bridge connecting Miners Castle Road to Miners Beach is closed for a full bridge replacement. Closures will go through spring 2025.'],['Park Closure'],"[[{'title': 'Miners River Bridge Closure', 'id': '92B240E0-4193-427A-AFCE-AF8714ED2611', 'type': 'roadevent', 'url': 'https://www.nps.gov/piro/planyourvisit/conditions.htm'}]]",2024-11-13,,,,,
MUWO,Only using alerts,MUWO,Muir Woods National Monument,CA,PWR,"['Trail Connection Between Ben Johnson Trail and Dipsea closed Monday-Thursday until January 2025', 'Auto-Theft Warning - Only Bring What You Need to the Park', 'Parking & Shuttle Reservations Always Required - See ""Know Before You Go"" for Details']","['Our trail crew will be working to rebuild switchbacks above the Stapelveldt junction. The trail is expected to be open most Fridays and weekends. Alternate routes are available on surrounding trails. Click more (link) for map.', 'You can prevent vehicle break-ins in parking lots and scenic overlooks. Before leaving your car for even a short period of time: 1) Remove all valuables, 2) Lock your doors. 3) Take your cell phones and electronics with you. Read article for more details.', 'Reservations are required for all personal vehicles and shuttle riders at Muir Woods. You can make your reservation by visiting www.gomuirwoods.com. Visit our ""Know Before You Go"" webpage to learn more important details before your visit.']","['Park Closure', 'Caution', 'Information']","[[], [], []]",2024-11-13,,,,,
NERI,Only using alerts,NERI,New River Gorge National Park and Preserve,WV,NER,"['Cunard Road closed from November 1 to about March 31, 2025']","['Improvements to Cunard Road will begin on Monday November 4, 2024 extending through winter to about March 31, 2025. The road will be completely closed during this time.']",['Information'],[[]],2024-11-13,,,,,
CUVA,Only using alerts,CUVA,Cuyahoga Valley National Park,OH,MWR,['Riverview Road south of Boston Mill Visitor Center'],"[""Starting Tuesday, October 22 Riverview Road will be closed just south of Boston for 60 days for bridge repairs. Visit the Summit County Engineer's website for a map of the detour route, which involves State Route 303, Black Road, and Boston Mills Road.""]",['Park Closure'],[[]],2024-11-13,,,,,
WHSA,Only using alerts,WHSA,White Sands National Park,NM,IMR,"['Dunes Drive Safety Corridor', 'Park Closures', 'RV and Tractor Trailer Parking at the Visitor Center']","['Dunes Drive is open. A safety corridor is in effect between mile marker 3 and 5.5 along Dunes Drive. Visitors may drive but not stop or exit their vehicle in this area.', 'From time to time the missile range that surrounds the park performs military testing that may require the closure of the park or Highway 70. Please plan your visit around upcoming military tests.', 'There is limited space for parking for recreational vehicles and trailers in the parking lot directly in front (south) of the visitor center. RVs are asked to not park in the lot behind the visitor center. There is no parking space for tractor trailers.']","['Park Closure', 'Information', 'Information']","[[], [], []]",2024-11-13,,,,,
CHOH,Only using alerts,CHOH,Chesapeake and Ohio Canal National Historical Park,"DC,MD,WV",NCR,['Hiking in Gold Mine Tract'],['Visitors are restricted to the designated trails within the Gold Mine Tract in the Great Falls area. This location is generally defined as that area bordered by MacArthur Boulevard and Berma Road and depicted on the Great Falls Maryland Hiking Map.'],['Caution'],[[]],2024-11-13,,,,,
FOWA,Only using alerts,FOWA,Fort Washington Park,MD,NCR,['Service Road Closure'],['The walkway toward the lighthouse is closed to due construction of the roadway. Please do not enter the area.'],['Park Closure'],[[]],2024-11-13,,,,,
VIIS,Only using alerts,VIIS,Virgin Islands National Park,VI,SER,['Road to East End'],['Recent rains have caused an overgrowth of vegetation on the sides of the road heading to East End near Haulover. Please use extreme caution when driving. This park alert will be removed once the vegetations has been removed.'],['Caution'],[[]],2024-11-13,,,,,
GICL,Only using alerts,GICL,Gila Cliff Dwellings National Monument,NM,IMR,['Secure trash and food'],"['Pack it in, pack it out! There are no trash services in or around the monument. All food & trash must be secured inside a vehicle or hard sided containers. Ravens routinely open zipped bags & tear into trash bags left outside or in the bed of a truck.']",['Information'],[[]],2024-11-13,,,,,
FOPO,Only using alerts,FOPO,Fort Point National Historic Site,CA,PWR,['Auto-Theft Warning - Only Bring What You Need to the Park'],"['You can prevent vehicle break-ins in parking lots and scenic overlooks. Before leaving your car for even a short period of time: 1) Remove all valuables, 2) Lock your doors. 3) Take your cell phones and electronics with you. Read article for more details.']",['Caution'],[[]],2024-11-13,,,,,
TAPR,Only using alerts,TAPR,Tallgrass Prairie National Preserve,KS,MWR,"['Bottomland Nature Trail Will be Closed Starting September 3rd', 'Dangerous Highway Crossing']","['The Bottomland Nature Trail will be closed beginning September 3rd for the trail resurfacing project. It will remain closed until work is complete. Fox Creek Trail remains open, but can only be accessed from the north through the under highway crossing.', 'Highway 177 is 60 mph with a blind spot directly across from the house. Safely use the highway underpass to the Fox Creek Trail just south of the visitor center parking lot. Be smart, stay alive.']","['Park Closure', 'Caution']","[[], []]",2024-11-13,,,,,
AMIS,Only using alerts,AMIS,Amistad National Recreation Area,TX,IMR,['Box Canyon Day Use Area Closed'],"['Due to the recent illegal lighting of a fire in the trash bin, the theft of government signs, and the unauthorized movement of barricades to drive into an area closed to vehicle traffic, the metal gate at the upper end of Box Canyon has now been closed.']",['Park Closure'],[[]],2024-11-13,,,,,
OLYM,Only using alerts,OLYM,Olympic National Park,WA,PWR,"['Hurricane Ridge Road Status - Wednesday, Nov. 13th 8:05 am', 'Temporary bridge removal on North Shore Quinault Rd, closing Quinault Loop Drive', '""Sneaker Waves"" and Other Risks from Atmospheric River this week']","['Hurricane Ridge Road will be closed all day today due to snow. The road will reopen when conditions permit. Updates will be posted daily by 9:00 am.', 'The temporary bridge on the North Shore Quinault Road will be removed on Wednesday, October 23rd, and will remain removed through the winter. This will split the Quinault Loop Drive. To access the Graves Creek area, take South Shore Road.', 'Sneaker waves can catch beachgoers by surprise, sometimes with deadly results. Rain and winds throughout the Peninsula may also cause rising rivers, fallen trees, and unexpected road closures. Please visit with caution and carry emergency supplies.']","['Park Closure', 'Information', 'Caution']","[[], [], []]",2024-11-13,,,,,
ULSG,Only using alerts,ULSG,Ulysses S. Grant National Historic Site,MO,MWR,['GPS Navigation Systems'],"[""GPS navigation systems often misdirect visitors driving to Ulysses S. Grant National Historic Site. GPS systems often route visitors to our back gate, or to the entrance for Grant's Farm (not affiliated with the NPS). Please visit our directions page.""]",['Information'],[[]],2024-11-13,,,,,
VICK,Only using alerts,VICK,Vicksburg National Military Park,MS,SER,"['Temporary Road and Parking Area Closures for Maintenance - Fall 2024', 'Adjustments to USS Cairo Museum and Visitor Center Days of Operation', 'National Cemetery Closed to Vehicles; Open to Pedestrians', 'Louisiana Circle Closed', ""North Union Avenue and Grant's Circle Closed""]","['The park will be conducting pavement maintenance for roads and parking areas. Work will include milling, paving, micro surfacing, and restriping. Follow the link below for a detailed list of temporary closures.', 'Starting October 2, 2024, the USS Cairo Museum will be open 7 days a week and the Visitor Center will be open Wednesday-Sunday. The park grounds, fee booth, Visitor Center restrooms, and tour road will remain open seven days a week.', 'Due to weather related incidents, Vicksburg National Cemetery is closed to vehicular traffic, however it is open to pedestrians. Visitor can park in the adjacent USS Cairo parking lot and walk into the cemetery.', 'Louisiana Circle is closed to vehicles and pedestrians due to slope instability. Navy Circle is open and also provides views of the Mississippi River.', ""Due to weather related incidents, North Union Avenue and Grant's Circle are closed to vehicular and recreational traffic. Entering these areas is prohibited. A portion of Grant Avenue is open for touring.""]","['Park Closure', 'Information', 'Park Closure', 'Park Closure', 'Park Closure']","[[], [], [], [], []]",2024-11-13,,,,,
DEPO,Only using alerts,DEPO,Devils Postpile National Monument,CA,PWR,['Reds Meadow Road and Devils Postpile National Monument are closed for the season'],"['Reds Meadow Road, which provides access to Devils Postpile National Monument, is closed for the season. It usually opens in June.']",['Park Closure'],[[]],2024-11-13,,,,,
CUGA,Only using alerts,CUGA,Cumberland Gap National Historical Park,"KY, TN, VA",SER,"['Wilderness Road Trail closed between Gap Cave and Tennessee Road Trail', 'Storm Damage Hazards, Closures, and Updated Information']","['Due to work on a bridge, the Wilderness Road trail is closed between Gap Cave and the Tennessee Road Trail', 'Damage from Hurricane Helene has created hazardous conditions and caused impacts to park roads, trails, and programs. Go to our Alerts & Conditions page for important safety and closure updates.']","['Information', 'Park Closure']","[[], []]",2024-11-13,,,,,
